age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
18.0,blue-collar,married,basic.9y,no,yes,no,cellular,oct,thu,73.0,3,999,0,nonexistent,1.1,94.539,-41.8,1.945,5191,no
55.0,technician,married,unknown,no,yes,no,telephone,nov,fri,141.0,4,999,0,nonexistent,1.4,93.098,-48.0,2.215,5017,no
82.0,blue-collar,single,basic.9y,no,yes,no,telephone,apr,wed,281.0,7,999,0,nonexistent,1.1,94.367,-37.2,2.604,5017,no
51.0,blue-collar,married,high.school,no,no,no,cellular,may,wed,34.0,14,999,0,nonexistent,-0.1,93.578,-43.8,2.844,5008,no
23.0,admin.,divorced,basic.9y,no,no,no,telephone,may,mon,295.0,12,999,0,nonexistent,-0.1,94.175,-36.6,5.0,5176,no
56.0,entrepreneur,married,university.degree,unknown,yes,no,cellular,dec,tue,420.0,3,999,0,nonexistent,-0.1,93.752,-34.8,5.0,5228,yes
36.0,student,married,high.school,no,no,no,cellular,sep,wed,43.0,13,999,0,nonexistent,-0.1,93.089,-35.3,3.471,5191,no
20.0,admin.,married,high.school,no,yes,no,cellular,dec,thu,36.0,1,999,0,nonexistent,-0.1,93.882,-39.4,5.0,5076,no
46.0,admin.,married,professional.course,unknown,yes,yes,telephone,dec,mon,128.0,4,999,0,nonexistent,-0.1,93.802,-48.8,1.291,4963,no
70.0,services,married,high.school,unknown,no,no,cellular,aug,tue,70.0,9,999,0,nonexistent,1.1,95.163,-47.9,2.421,5191,no
41.0,technician,married,university.degree,unknown,yes,yes,cellular,jul,thu,98.0,13,999,0,nonexistent,1.4,93.028,-33.5,4.486,5008,no
36.0,technician,married,basic.6y,no,yes,no,cellular,dec,thu,115.0,5,999,0,nonexistent,-0.1,93.339,-43.5,4.355,5008,no
70.0,admin.,divorced,basic.9y,no,no,no,cellular,oct,thu,69.0,13,999,0,nonexistent,1.1,94.317,-40.9,4.684,5228,no
75.0,blue-collar,married,high.school,no,no,yes,cellular,may,wed,34.0,10,999,0,nonexistent,-0.1,92.738,-43.4,3.776,5076,no
70.0,unknown,married,university.degree,no,yes,no,cellular,jul,tue,94.0,7,999,0,nonexistent,-1.7,93.706,-36.7,2.961,5076,no
87.0,admin.,single,professional.course,no,no,no,cellular,may,mon,182.0,9,999,0,nonexistent,-0.1,94.107,-37.0,4.427,5008,no
51.0,services,single,professional.course,no,yes,no,cellular,jul,fri,0.0,12,999,0,nonexistent,1.4,93.694,-41.7,2.376,5008,no
77.0,services,married,unknown,no,no,no,cellular,may,fri,69.0,8,999,0,nonexistent,-1.7,93.11,-36.5,4.248,5176,no
64.0,self-employed,married,professional.course,no,no,no,telephone,may,wed,374.0,2,999,0,nonexistent,-0.1,94.004,-33.5,2.886,5099,no
22.0,technician,married,high.school,unknown,no,no,cellular,jul,wed,40.0,7,999,0,nonexistent,-1.7,92.843,-39.4,2.041,4963,no
55.0,blue-collar,married,university.degree,unknown,no,no,cellular,jun,wed,432.0,8,999,0,nonexistent,-0.1,93.648,-42.1,5.0,5176,yes
54.0,admin.,divorced,professional.course,no,no,no,cellular,aug,mon,476.0,8,999,0,nonexistent,1.1,93.086,-43.4,5.0,5008,no
72.0,unknown,single,high.school,no,yes,no,cellular,feb,fri,272.0,5,999,0,nonexistent,-1.7,93.95,-36.0,4.564,5076,no
85.0,self-employed,married,university.degree,no,no,no,telephone,may,mon,274.0,10,999,0,nonexistent,1.4,93.889,-41.6,5.0,5017,no
18.0,admin.,divorced,basic.6y,no,yes,no,cellular,jan,fri,155.0,12,999,0,nonexistent,-1.7,93.602,-54.8,0.77,5176,no
62.0,services,married,high.school,no,yes,no,cellular,dec,tue,123.0,4,999,0,nonexistent,1.4,93.883,-44.5,5.0,5191,no
36.0,admin.,married,professional.course,no,no,no,telephone,dec,tue,20.0,14,999,0,nonexistent,-0.1,93.915,-42.0,1.404,5228,no
,unemployed,married,university.degree,no,no,no,telephone,aug,thu,101.0,14,999,0,nonexistent,-0.1,92.938,-44.2,1.378,5191,no
45.0,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,219.0,9,999,0,nonexistent,-0.1,93.489,-39.9,1.702,5099,no
67.0,blue-collar,single,university.degree,no,yes,yes,telephone,mar,mon,919.0,1,999,0,nonexistent,1.4,93.82,-43.8,4.138,5017,no
50.0,technician,single,professional.course,no,no,yes,telephone,feb,wed,254.0,4,999,0,nonexistent,-0.1,93.825,-33.4,2.732,5191,no
70.0,technician,single,university.degree,no,yes,yes,telephone,nov,wed,77.0,4,999,0,nonexistent,1.1,93.306,-33.7,5.0,5076,no
68.0,services,single,professional.course,unknown,no,no,telephone,aug,wed,734.0,13,999,0,nonexistent,-0.1,93.221,-39.9,5.0,5076,no
82.0,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,118.0,4,999,0,nonexistent,-1.8,94.126,-48.9,4.728,5191,no
84.0,admin.,single,university.degree,no,yes,no,cellular,may,fri,37.0,11,999,0,nonexistent,-0.1,93.269,-45.5,2.468,4963,no
51.0,retired,married,basic.9y,no,no,no,cellular,jul,wed,105.0,2,999,0,nonexistent,1.1,94.403,-40.9,4.337,5099,no
26.0,admin.,married,unknown,no,no,no,telephone,aug,mon,7.0,3,999,0,nonexistent,1.1,93.334,-39.7,2.02,5008,no
79.0,admin.,married,high.school,no,yes,no,telephone,may,fri,836.0,3,999,0,nonexistent,1.4,93.733,-48.7,5.0,5176,yes
36.0,housemaid,married,high.school,no,no,no,cellular,jul,thu,1137.0,13,23,4,failure,-0.1,93.736,-39.9,3.398,5191,no
20.0,self-employed,single,basic.4y,unknown,no,yes,cellular,dec,thu,129.0,10,999,0,nonexistent,-0.1,93.219,-40.8,5.0,5191,no
68.0,technician,married,high.school,no,yes,yes,cellular,sep,mon,20.0,6,999,0,nonexistent,-0.1,93.923,-33.4,5.0,5008,no
73.0,admin.,single,university.degree,unknown,yes,no,telephone,dec,tue,1419.0,11,999,0,nonexistent,-0.1,93.598,-43.7,2.303,5008,yes
58.0,blue-collar,married,professional.course,no,yes,no,cellular,nov,wed,683.0,13,999,0,nonexistent,-1.7,93.898,-42.1,5.0,5017,no
34.0,blue-collar,divorced,unknown,no,yes,no,cellular,may,tue,176.0,3,999,0,nonexistent,1.4,93.15,-30.5,0.6,5099,no
32.0,technician,married,basic.9y,no,yes,no,cellular,may,mon,300.0,2,999,0,nonexistent,-0.1,92.865,-43.4,5.0,5228,no
21.0,unemployed,married,high.school,no,no,no,cellular,dec,wed,71.0,13,999,0,nonexistent,-0.1,92.985,-42.2,4.158,5176,no
59.0,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,321.0,1,999,0,nonexistent,1.1,93.692,-43.3,3.041,5017,no
70.0,technician,married,professional.course,no,no,no,cellular,may,fri,348.0,2,999,0,nonexistent,1.4,93.953,-36.7,2.78,5176,yes
52.0,blue-collar,single,basic.6y,no,yes,no,cellular,may,mon,399.0,2,999,0,nonexistent,-1.8,93.82,-40.7,1.003,4963,no
53.0,technician,married,unknown,no,no,no,cellular,dec,tue,291.0,1,999,0,nonexistent,-0.1,93.144,-37.4,3.368,5076,no
71.0,unemployed,married,basic.6y,no,no,no,cellular,may,thu,362.0,1,999,0,nonexistent,1.4,93.658,-42.8,4.356,5099,yes
25.0,admin.,married,high.school,no,yes,no,cellular,sep,thu,18.0,12,999,0,nonexistent,-0.1,94.46,-33.3,3.009,5017,no
72.0,blue-collar,married,university.degree,unknown,yes,yes,cellular,nov,fri,676.0,12,999,0,nonexistent,1.1,94.516,-38.0,3.307,5176,no
40.0,technician,married,basic.9y,no,no,yes,cellular,may,wed,269.0,7,999,0,nonexistent,1.4,93.059,-48.5,4.039,5099,no
69.0,admin.,divorced,basic.9y,no,yes,no,telephone,nov,fri,85.0,5,999,0,nonexistent,-0.1,93.407,-43.0,5.0,4963,no
86.0,unknown,single,basic.9y,unknown,no,no,cellular,nov,fri,57.0,11,999,0,nonexistent,-1.8,93.367,-38.9,4.773,5017,no
52.0,blue-collar,divorced,basic.9y,no,yes,no,cellular,jun,fri,2.0,7,999,0,nonexistent,1.4,93.39,-42.9,2.667,4963,no
66.0,housemaid,single,basic.9y,unknown,no,no,telephone,aug,mon,50.0,9,999,0,nonexistent,1.4,93.652,-40.1,5.0,5099,no
54.0,blue-collar,married,basic.9y,no,yes,no,cellular,dec,wed,34.0,13,999,0,nonexistent,-0.1,93.388,-44.0,2.588,5008,no
58.0,blue-collar,married,university.degree,no,no,no,telephone,aug,wed,155.0,12,999,0,nonexistent,-0.1,92.973,-42.7,5.0,5017,no
22.0,technician,married,university.degree,no,yes,no,telephone,jul,wed,804.0,6,999,0,nonexistent,-1.8,93.833,-40.3,1.86,5176,no
56.0,retired,single,basic.9y,unknown,yes,no,telephone,jun,thu,923.0,3,999,0,nonexistent,-0.1,92.938,-34.8,3.909,5076,no
48.0,blue-collar,married,university.degree,no,yes,no,cellular,aug,mon,85.0,4,999,0,nonexistent,1.1,92.825,-39.0,5.0,5076,no
37.0,retired,married,university.degree,no,yes,no,cellular,may,wed,116.0,3,999,0,nonexistent,-1.7,93.351,-41.6,3.001,5076,no
56.0,blue-collar,married,unknown,no,no,no,cellular,jul,fri,892.0,11,999,0,nonexistent,1.1,93.039,-40.3,3.5,5228,no
24.0,technician,single,high.school,no,yes,no,telephone,may,wed,137.0,13,23,1,failure,-0.1,93.945,-38.3,4.951,5176,no
68.0,admin.,married,university.degree,unknown,no,no,cellular,aug,fri,240.0,9,999,0,nonexistent,-0.1,94.134,-33.2,4.863,5176,no
45.0,technician,married,university.degree,no,yes,no,cellular,jun,wed,205.0,9,999,0,nonexistent,-0.1,93.474,-33.3,2.006,5191,no
71.0,technician,married,basic.9y,no,no,no,cellular,may,fri,44.0,1,999,0,nonexistent,-0.1,92.919,-39.4,2.33,5176,no
86.0,management,married,basic.4y,no,yes,no,cellular,may,thu,872.0,4,999,0,nonexistent,-1.8,93.674,-34.8,4.144,5099,no
35.0,admin.,married,basic.9y,no,no,no,cellular,aug,wed,344.0,8,999,0,nonexistent,1.1,94.774,-47.4,0.6,5228,yes
22.0,blue-collar,single,university.degree,no,yes,no,cellular,dec,thu,887.0,5,999,0,nonexistent,1.1,93.859,-44.6,4.789,5191,yes
31.0,admin.,married,university.degree,no,no,yes,cellular,oct,tue,114.0,11,999,0,nonexistent,-0.1,93.821,-45.4,2.581,5008,no
77.0,housemaid,single,university.degree,no,yes,no,cellular,nov,wed,14.0,11,999,0,nonexistent,1.4,92.968,-35.7,5.0,5176,no
50.0,technician,divorced,university.degree,no,yes,no,cellular,aug,wed,43.0,4,999,0,nonexistent,1.4,93.517,-43.0,3.402,5017,no
23.0,retired,married,professional.course,no,yes,yes,cellular,jun,tue,68.0,2,999,0,nonexistent,1.4,93.195,-37.2,5.0,4963,no
52.0,retired,married,basic.4y,no,yes,yes,cellular,may,fri,26.0,11,999,0,nonexistent,1.4,94.094,-48.4,2.757,5191,no
54.0,technician,single,university.degree,no,no,no,cellular,sep,mon,344.0,10,4,1,success,1.1,93.512,-39.8,5.0,5008,yes
46.0,unemployed,married,basic.9y,no,yes,no,cellular,aug,tue,159.0,12,999,0,nonexistent,-1.7,93.709,-29.9,5.0,5099,no
30.0,admin.,divorced,university.degree,unknown,no,no,cellular,jan,tue,339.0,9,999,0,nonexistent,-0.1,94.283,-42.4,5.0,5076,yes
31.0,services,married,high.school,unknown,yes,no,cellular,jan,mon,72.0,10,999,0,nonexistent,-0.1,93.669,-50.9,4.365,5228,no
36.0,technician,married,university.degree,no,yes,no,cellular,mar,fri,250.0,12,999,0,nonexistent,1.4,93.966,-46.0,2.715,4963,no
74.0,technician,married,university.degree,no,yes,yes,cellular,may,tue,183.0,1,999,0,nonexistent,1.1,93.923,-45.4,3.938,4963,no
56.0,blue-collar,married,high.school,no,no,no,cellular,dec,fri,36.0,11,999,0,nonexistent,-1.7,92.704,-45.3,5.0,5017,no
45.0,blue-collar,married,high.school,no,no,no,telephone,jul,mon,199.0,6,999,0,nonexistent,1.4,93.761,-38.6,4.159,4963,no
45.0,technician,single,unknown,no,yes,no,telephone,apr,thu,86.0,12,999,0,nonexistent,-0.1,93.383,-43.7,2.726,5008,no
26.0,management,divorced,university.degree,unknown,no,no,telephone,jun,tue,63.0,14,999,0,nonexistent,1.4,93.385,-48.3,3.064,5017,no
85.0,blue-collar,single,high.school,no,yes,no,cellular,sep,mon,163.0,8,999,0,nonexistent,-0.1,94.316,-44.2,0.795,5191,no
53.0,student,married,high.school,no,yes,no,cellular,may,wed,344.0,4,999,0,nonexistent,-0.1,93.784,-38.8,2.935,5228,no
40.0,management,married,unknown,no,yes,no,cellular,feb,mon,21.0,4,999,0,nonexistent,-0.1,93.308,-48.8,5.0,5017,no
20.0,technician,married,university.degree,no,yes,no,cellular,aug,wed,13.0,4,999,0,nonexistent,-0.1,93.068,-46.4,3.644,5176,no
69.0,blue-collar,married,university.degree,no,yes,no,telephone,apr,fri,438.0,12,999,0,nonexistent,-0.1,93.307,-47.8,4.565,5191,yes
77.0,management,married,basic.9y,no,yes,no,cellular,jul,mon,372.0,8,999,0,nonexistent,-1.7,92.285,-47.6,0.977,4963,yes
29.0,management,married,high.school,no,yes,no,cellular,may,thu,117.0,14,999,0,nonexistent,-1.8,93.168,-42.3,4.287,5176,no
40.0,management,married,university.degree,no,no,no,cellular,jan,mon,18.0,1,999,0,nonexistent,-0.1,94.389,-44.9,3.146,4963,no
58.0,admin.,married,basic.9y,no,yes,no,telephone,may,tue,398.0,1,999,0,nonexistent,1.1,93.055,-41.3,5.0,5099,yes
80.0,unemployed,married,professional.course,no,yes,no,telephone,may,fri,88.0,11,999,0,nonexistent,-1.7,94.047,-43.5,3.515,5228,no
40.0,retired,married,university.degree,no,no,no,cellular,may,mon,82.0,13,999,0,nonexistent,1.4,92.951,-44.6,0.833,5099,no
67.0,services,single,unknown,no,yes,no,cellular,dec,thu,174.0,13,999,0,nonexistent,1.1,94.081,-44.6,2.843,5008,no
59.0,management,married,university.degree,unknown,yes,no,cellular,may,wed,300.0,5,999,0,nonexistent,-0.1,94.16,-41.1,3.539,5191,no
48.0,unemployed,married,basic.6y,no,no,no,cellular,nov,wed,547.0,13,999,0,nonexistent,1.1,93.958,-42.6,4.447,5017,yes
49.0,management,divorced,university.degree,no,no,no,telephone,may,thu,370.0,1,999,0,nonexistent,1.4,94.598,-45.8,5.0,4963,no
19.0,admin.,married,high.school,no,yes,no,cellular,jul,tue,13.0,4,999,0,nonexistent,-0.1,93.384,-49.7,4.807,5191,no
49.0,technician,married,professional.course,no,no,no,telephone,jul,thu,26.0,14,999,0,nonexistent,-1.7,93.24,-37.6,2.697,5017,no
73.0,technician,single,high.school,no,no,no,cellular,may,wed,75.0,7,999,0,nonexistent,-0.1,93.879,-37.2,2.892,5176,no
85.0,management,single,university.degree,no,no,no,cellular,feb,tue,240.0,9,999,0,nonexistent,-0.1,93.345,-35.8,5.0,5191,no
84.0,technician,married,university.degree,unknown,no,no,telephone,dec,tue,76.0,11,999,0,nonexistent,-1.7,93.762,-38.2,1.596,5191,no
48.0,admin.,single,university.degree,no,yes,no,cellular,nov,fri,201.0,11,999,0,nonexistent,-1.7,93.743,-37.7,4.753,5008,no
70.0,technician,married,unknown,unknown,yes,no,cellular,aug,mon,569.0,8,999,0,nonexistent,-1.8,93.927,-38.0,2.241,5017,no
77.0,unemployed,married,high.school,unknown,no,no,telephone,oct,fri,632.0,4,999,0,nonexistent,-0.1,94.13,-44.5,2.52,5176,yes
87.0,unemployed,single,basic.9y,no,yes,no,telephone,jul,thu,13.0,3,999,0,nonexistent,-0.1,93.517,-46.3,2.853,5099,no
33.0,unemployed,married,basic.9y,no,yes,no,telephone,dec,mon,698.0,1,999,0,nonexistent,-1.7,94.323,-40.0,5.0,5176,no
23.0,management,married,basic.9y,no,yes,no,cellular,may,thu,210.0,1,999,0,nonexistent,1.4,94.027,-37.3,5.0,5176,no
64.0,admin.,married,university.degree,no,no,yes,telephone,jun,mon,302.0,9,999,0,nonexistent,-0.1,93.588,-33.4,4.515,5017,no
77.0,admin.,single,university.degree,yes,yes,no,telephone,feb,mon,575.0,7,999,0,nonexistent,-0.1,94.243,-39.5,2.869,5191,yes
65.0,housemaid,divorced,basic.6y,no,no,no,telephone,jan,wed,157.0,7,999,0,nonexistent,-0.1,93.541,-48.8,2.75,5191,no
35.0,technician,married,university.degree,unknown,yes,no,cellular,oct,mon,300.0,7,999,0,nonexistent,1.4,93.511,-35.1,4.923,5191,no
58.0,blue-collar,married,unknown,no,yes,no,telephone,nov,tue,30.0,4,999,0,nonexistent,1.4,93.813,-37.4,3.273,4963,no
25.0,admin.,married,university.degree,no,yes,no,cellular,jun,mon,72.0,9,999,0,nonexistent,-0.1,93.941,-37.6,2.997,5017,no
40.0,self-employed,married,university.degree,no,yes,no,cellular,dec,fri,91.0,10,999,0,nonexistent,-1.7,93.65,-33.5,2.273,4963,no
29.0,management,married,university.degree,no,yes,no,cellular,feb,wed,76.0,10,999,0,nonexistent,1.4,93.949,-30.4,4.011,5176,no
38.0,blue-collar,married,high.school,no,no,no,telephone,oct,mon,744.0,14,999,0,nonexistent,1.4,93.716,-46.9,5.0,4963,yes
87.0,management,divorced,unknown,no,yes,no,telephone,may,mon,814.0,6,999,0,nonexistent,-0.1,93.982,-38.0,0.6,5099,no
59.0,blue-collar,single,high.school,unknown,yes,yes,telephone,nov,mon,87.0,13,999,0,nonexistent,-1.8,94.015,-38.0,3.829,5008,no
32.0,blue-collar,married,high.school,no,no,yes,cellular,dec,tue,2.0,1,999,0,nonexistent,-0.1,93.078,-35.7,0.6,5017,no
73.0,self-employed,married,basic.6y,no,no,no,telephone,jul,mon,57.0,1,999,0,nonexistent,1.4,93.192,-36.6,4.938,5228,no
35.0,blue-collar,married,professional.course,unknown,yes,no,cellular,sep,thu,88.0,12,999,0,nonexistent,1.1,93.666,-54.1,4.435,5191,no
53.0,admin.,single,basic.6y,no,yes,no,cellular,may,wed,95.0,1,999,0,nonexistent,-0.1,94.363,-44.8,1.18,5017,no
75.0,entrepreneur,divorced,basic.4y,no,yes,no,cellular,aug,fri,22.0,10,999,0,nonexistent,-0.1,94.264,-36.8,5.0,5008,no
34.0,retired,divorced,basic.6y,no,no,no,cellular,sep,fri,127.0,9,999,0,nonexistent,-0.1,94.314,-45.6,3.661,5017,no
45.0,blue-collar,married,unknown,no,no,no,telephone,jul,mon,288.0,6,999,0,nonexistent,1.1,94.929,-46.8,0.619,5099,no
62.0,admin.,single,basic.4y,no,yes,no,cellular,dec,wed,627.0,8,999,0,nonexistent,-0.1,93.679,-34.9,2.543,4963,yes
33.0,technician,single,university.degree,no,no,no,telephone,nov,tue,187.0,2,999,0,nonexistent,-1.7,94.65,-42.5,5.0,5099,no
75.0,technician,divorced,high.school,no,yes,yes,cellular,may,thu,545.0,5,999,0,nonexistent,1.1,92.783,-37.9,3.909,5076,yes
34.0,self-employed,married,unknown,no,no,no,cellular,nov,fri,69.0,6,999,0,nonexistent,-0.1,93.123,-47.0,3.631,5191,no
,services,single,university.degree,no,no,no,telephone,may,fri,87.0,3,999,0,nonexistent,-0.1,94.353,-42.5,1.861,5076,no
63.0,self-employed,married,university.degree,unknown,yes,no,telephone,dec,wed,128.0,5,999,0,nonexistent,-1.7,94.378,-37.8,0.888,5076,no
37.0,services,married,basic.9y,no,no,yes,telephone,may,tue,201.0,10,999,0,nonexistent,1.1,92.425,-37.2,2.268,4963,no
39.0,admin.,single,unknown,no,yes,no,cellular,jan,fri,153.0,2,999,0,nonexistent,-1.8,94.771,-32.2,4.1,5076,no
75.0,blue-collar,single,basic.6y,no,yes,yes,telephone,may,thu,674.0,3,999,0,nonexistent,1.1,94.581,-39.9,5.0,4963,no
60.0,blue-collar,married,high.school,no,yes,yes,telephone,dec,fri,9.0,14,999,0,nonexistent,-0.1,93.812,-43.0,3.199,5076,no
53.0,blue-collar,single,basic.9y,no,no,no,telephone,dec,mon,138.0,11,999,0,nonexistent,1.1,93.749,-47.3,4.605,5228,no
20.0,admin.,single,basic.6y,unknown,yes,yes,cellular,aug,fri,447.0,13,999,0,nonexistent,-0.1,93.741,-44.9,4.936,5099,yes
82.0,self-employed,single,basic.4y,no,yes,no,telephone,oct,thu,8.0,13,999,0,nonexistent,-1.8,93.426,-43.7,4.446,5099,no
26.0,retired,married,university.degree,no,yes,no,cellular,dec,thu,374.0,7,999,0,nonexistent,-0.1,93.389,-44.3,4.892,5228,yes
79.0,technician,married,unknown,no,no,no,telephone,may,fri,471.0,12,999,0,nonexistent,-1.8,93.626,-40.7,5.0,5228,no
80.0,admin.,single,basic.9y,unknown,no,no,cellular,nov,wed,1827.0,7,999,0,nonexistent,1.4,93.755,-38.2,2.439,5076,no
76.0,services,single,high.school,no,yes,no,cellular,nov,fri,398.0,6,999,0,nonexistent,1.1,93.22,-35.4,3.166,5099,no
66.0,admin.,married,basic.9y,unknown,yes,no,telephone,may,wed,73.0,12,999,0,nonexistent,-1.7,93.458,-37.3,3.216,5191,no
73.0,admin.,married,basic.4y,no,yes,yes,telephone,jan,wed,247.0,7,999,0,nonexistent,1.4,94.186,-44.6,2.504,5228,no
75.0,blue-collar,single,university.degree,no,yes,no,telephone,nov,thu,324.0,8,999,0,nonexistent,-1.8,93.397,-41.5,4.671,5076,no
63.0,blue-collar,divorced,high.school,unknown,yes,no,cellular,may,fri,34.0,13,999,0,nonexistent,1.1,92.829,-35.5,4.208,5228,no
38.0,admin.,married,basic.4y,no,yes,no,cellular,oct,tue,153.0,8,999,0,nonexistent,1.1,93.639,-40.7,4.692,4963,no
82.0,technician,married,university.degree,no,yes,no,telephone,apr,tue,95.0,12,999,0,nonexistent,1.4,93.689,-42.9,4.373,5228,no
67.0,unknown,single,university.degree,unknown,yes,no,cellular,jun,wed,393.0,5,999,0,nonexistent,-0.1,93.471,-49.0,3.397,5228,no
52.0,unknown,married,high.school,no,no,no,telephone,oct,mon,797.0,6,999,0,nonexistent,-0.1,92.16,-57.2,5.0,5228,yes
43.0,unemployed,married,professional.course,unknown,no,no,cellular,may,fri,326.0,10,999,0,nonexistent,-1.7,93.363,-34.9,1.704,5008,yes
21.0,technician,married,high.school,no,no,no,cellular,oct,tue,64.0,1,999,0,nonexistent,-0.1,91.633,-40.6,4.127,5017,no
40.0,blue-collar,married,university.degree,no,yes,no,telephone,jul,mon,166.0,4,999,0,nonexistent,1.4,93.304,-42.3,5.0,5076,no
59.0,retired,married,university.degree,no,no,no,telephone,aug,mon,735.0,4,999,0,nonexistent,-0.1,93.197,-36.3,3.352,5099,no
86.0,technician,married,basic.9y,no,no,no,telephone,nov,tue,473.0,10,999,0,nonexistent,1.4,94.065,-40.9,2.564,5191,no
84.0,management,married,basic.9y,no,yes,no,cellular,nov,mon,166.0,8,999,0,nonexistent,-1.7,94.213,-46.3,3.677,4963,no
19.0,technician,married,basic.4y,unknown,no,no,cellular,aug,tue,136.0,4,999,0,nonexistent,1.4,93.234,-45.1,3.054,5017,no
36.0,technician,single,high.school,no,no,no,cellular,jun,fri,401.0,7,999,0,nonexistent,-0.1,93.776,-46.9,4.876,5008,yes
61.0,blue-collar,single,basic.9y,no,yes,no,cellular,jun,fri,2.0,10,999,0,nonexistent,1.4,93.959,-42.9,4.368,5076,no
76.0,blue-collar,single,high.school,no,yes,no,telephone,nov,mon,212.0,14,999,0,nonexistent,-0.1,93.921,-32.8,2.92,5228,no
21.0,technician,single,unknown,no,yes,yes,cellular,nov,wed,152.0,2,999,0,nonexistent,-1.8,93.243,-35.7,1.812,5017,no
19.0,technician,divorced,unknown,unknown,no,no,cellular,aug,thu,60.0,10,999,0,nonexistent,-0.1,94.187,-42.9,4.7,4963,no
40.0,admin.,married,university.degree,no,yes,no,telephone,apr,fri,590.0,2,999,0,nonexistent,1.4,92.595,-34.4,1.905,5176,no
66.0,unknown,married,professional.course,no,yes,yes,cellular,dec,wed,132.0,1,999,0,nonexistent,1.1,93.031,-38.0,4.009,5099,no
34.0,blue-collar,single,unknown,no,no,no,cellular,jul,wed,197.0,4,999,0,nonexistent,1.1,93.003,-42.7,1.452,5176,no
68.0,blue-collar,married,professional.course,unknown,yes,yes,cellular,feb,thu,165.0,10,999,0,nonexistent,1.4,94.118,-44.7,5.0,5076,no
64.0,blue-collar,married,university.degree,unknown,yes,no,cellular,may,mon,841.0,9,999,0,nonexistent,-1.8,93.496,-45.3,1.144,5099,no
36.0,services,single,unknown,no,yes,no,cellular,sep,wed,341.0,10,999,0,nonexistent,-0.1,94.049,-41.1,1.913,5076,yes
52.0,admin.,married,basic.6y,no,no,no,cellular,oct,thu,206.0,8,999,0,nonexistent,1.4,93.648,-37.9,3.386,5176,no
19.0,management,divorced,professional.course,no,yes,no,cellular,nov,wed,243.0,9,999,0,nonexistent,1.1,92.843,-45.9,1.626,5228,no
69.0,admin.,married,professional.course,no,no,no,telephone,may,mon,7.0,6,999,0,nonexistent,1.4,93.054,-40.8,4.551,5008,no
33.0,blue-collar,married,basic.9y,no,no,no,cellular,nov,tue,276.0,11,999,0,nonexistent,1.4,92.9,-43.5,0.917,4963,no
50.0,retired,married,basic.9y,unknown,yes,no,cellular,dec,tue,199.0,1,999,0,nonexistent,-0.1,94.179,-38.4,5.0,4963,no
76.0,student,married,university.degree,unknown,no,no,cellular,sep,fri,213.0,7,999,0,nonexistent,-0.1,93.98,-40.0,0.861,5008,no
43.0,technician,divorced,high.school,no,yes,no,cellular,oct,tue,496.0,4,999,0,nonexistent,1.4,93.628,-45.9,5.0,4963,yes
81.0,admin.,married,high.school,unknown,yes,no,telephone,feb,mon,564.0,12,999,0,nonexistent,-0.1,94.836,-44.9,3.25,5228,no
85.0,blue-collar,single,basic.6y,no,yes,no,cellular,jun,thu,135.0,14,999,0,nonexistent,-1.7,93.572,-42.6,4.925,5176,no
48.0,management,single,university.degree,no,no,no,cellular,aug,fri,61.0,10,999,0,nonexistent,1.4,94.016,-41.2,5.0,5191,no
72.0,entrepreneur,single,high.school,unknown,yes,yes,cellular,jan,wed,438.0,10,999,0,nonexistent,-0.1,92.845,-36.0,5.0,5191,no
82.0,unknown,single,basic.9y,no,yes,no,cellular,may,tue,282.0,4,999,0,nonexistent,1.1,92.974,-37.5,5.0,5191,no
29.0,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,wed,203.0,2,999,0,nonexistent,1.4,92.564,-36.5,4.651,5191,no
37.0,technician,single,university.degree,no,no,no,cellular,feb,thu,59.0,8,999,0,nonexistent,1.1,93.311,-48.0,3.543,5176,no
34.0,retired,married,high.school,unknown,no,no,cellular,dec,tue,30.0,11,999,0,nonexistent,-1.7,94.017,-47.7,4.704,5099,no
65.0,retired,single,university.degree,no,yes,no,telephone,dec,thu,270.0,10,999,0,nonexistent,-0.1,93.826,-39.2,3.921,4963,no
24.0,technician,married,high.school,no,no,no,cellular,dec,fri,44.0,2,999,0,nonexistent,-0.1,93.284,-42.3,5.0,5076,no
78.0,technician,married,basic.9y,no,no,no,telephone,jun,wed,110.0,13,999,0,nonexistent,-1.8,92.995,-34.9,2.092,5191,no
69.0,blue-collar,married,professional.course,no,yes,no,telephone,feb,fri,23.0,9,999,0,nonexistent,-1.8,94.434,-38.9,3.814,5008,no
50.0,technician,single,high.school,no,no,no,cellular,nov,tue,1197.0,8,999,0,nonexistent,1.1,93.613,-43.8,4.411,5228,no
22.0,self-employed,married,basic.6y,no,no,no,cellular,may,wed,730.0,5,999,0,nonexistent,-0.1,93.94,-36.1,2.828,5008,no
47.0,technician,single,professional.course,no,no,no,cellular,nov,fri,137.0,7,999,0,nonexistent,-0.1,94.027,-36.3,4.44,5176,no
