order_id,customer_id,seller_id,order_date,approved_date,ship_date,delivered_date,estimated_delivery,product_category,payment_type,payment_installments,price,freight_value,order_qty,total_value,review_score,customer_state,on_time_delivery,delivery_days
ORD103141,CUST76238,SELL2932,2018-02-11,2018-02-11 04:00:00,2018-02-12,2018-02-21,2018-03-23,clothing,credit_card,1,38.06,7.65,2,83.77,5.0,MG,1,9
ORD103142,CUST30504,SELL2544,2017-01-17,2017-01-17 15:00:00,2017-01-18,2017-02-03,2017-02-16,toys,credit_card,1,56.41,6.42,1,62.83,5.0,SP,1,16
ORD103143,CUST62051,SELL4041,2017-04-26,2017-04-26 07:00:00,2017-05-01,2017-05-18,2017-05-12,health,credit_card,1,17.91,5.18,2,41.0,5.0,SP,0,17
ORD103144,CUST53606,SELL3077,2017-09-04,2017-09-04 22:00:00,2017-09-08,2017-09-16,2017-09-18,electronics,boleto,2,15.45,3.04,1,18.49,5.0,MG,1,8
ORD103145,CUST23890,SELL1010,2016-12-06,2016-12-06 10:00:00,2016-12-07,2017-01-06,2017-01-07,health,credit_card,1,12.69,1.76,3,39.83,5.0,SP,1,30
ORD103146,CUST99849,SELL3879,2017-11-08,2017-11-08 10:00:00,2017-11-13,2017-12-03,2017-12-23,clothing,boleto,2,709.73,185.34,4,3024.26,5.0,MG,1,20
ORD103147,CUST74446,SELL2150,2018-02-10,2018-02-10 14:00:00,2018-02-13,2018-03-03,2018-02-23,beauty,boleto,1,76.51,10.68,2,163.7,5.0,SP,0,18
ORD103148,CUST42488,SELL2811,2016-10-15,2016-10-16 00:00:00,2016-10-20,2016-11-05,2016-10-31,sports,credit_card,2,41.15,5.64,2,87.94,5.0,MG,0,16
ORD103149,CUST99949,SELL2352,2017-12-28,2017-12-28 12:00:00,2017-12-31,2018-01-23,2018-01-22,sports,credit_card,2,58.75,12.82,1,71.57,4.0,RS,0,23
ORD103150,CUST81311,SELL4523,2017-08-28,2017-08-28 21:00:00,2017-09-02,2017-09-14,2017-09-20,toys,credit_card,1,180.4,35.52,2,396.32,3.0,MG,1,12
ORD103151,CUST76622,SELL1820,2018-02-28,2018-02-28 16:00:00,2018-03-03,2018-03-29,2018-04-02,clothing,credit_card,1,193.47,25.55,2,412.49,5.0,SP,1,26
ORD103152,CUST95522,SELL2998,2017-04-30,2017-04-30 00:00:00,2017-05-03,2017-05-17,2017-06-05,clothing,credit_card,1,239.0,66.62,2,544.62,5.0,MG,1,14
ORD103153,CUST95136,SELL1126,2018-01-26,2018-01-26 16:00:00,2018-01-27,2018-01-31,2018-02-11,food,credit_card,8,42.11,7.97,1,50.08,5.0,PR,1,4
ORD103154,CUST41536,SELL2887,2016-11-23,2016-11-23 21:00:00,2016-11-26,2016-12-22,2017-01-04,toys,credit_card,1,41.58,6.9,1,48.48,5.0,SP,1,26
ORD103155,CUST84460,SELL3024,2018-08-14,2018-08-14 09:00:00,2018-08-18,2018-08-22,2018-08-30,books,credit_card,12,26.12,6.63,2,58.87,5.0,SP,1,4
ORD103156,CUST65949,SELL2923,2017-11-01,2017-11-01 18:00:00,2017-11-06,2017-11-12,2017-11-21,home_appliances,credit_card,3,202.07,44.47,4,852.75,5.0,CE,1,6
ORD103157,CUST24924,SELL2129,2016-10-29,2016-10-30 00:00:00,2016-10-31,2016-11-12,2016-11-20,electronics,credit_card,1,17.66,1.96,1,19.62,1.0,RJ,1,12
ORD103158,CUST64797,SELL4380,2017-03-26,2017-03-26 00:00:00,2017-03-31,2017-04-30,2017-05-07,toys,credit_card,10,68.0,20.15,1,88.15,5.0,SP,1,30
ORD103159,CUST51188,SELL3459,2017-05-27,2017-05-28 00:00:00,2017-05-31,2017-06-20,2017-06-20,beauty,credit_card,2,117.88,32.33,1,150.21,1.0,SP,1,20
ORD103160,CUST73590,SELL3407,2017-06-08,2017-06-08 05:00:00,2017-06-09,2017-06-17,2017-07-19,beauty,credit_card,2,68.77,7.09,1,75.86,5.0,RJ,1,8
ORD103161,CUST24673,SELL4558,2017-09-08,2017-09-08 11:00:00,2017-09-11,2017-09-28,2017-09-22,food,credit_card,2,162.91,28.62,3,517.35,5.0,SP,0,17
ORD103162,CUST41849,SELL2426,2018-08-27,2018-08-28 00:00:00,2018-09-01,2018-09-21,2018-10-05,health,credit_card,4,136.47,24.27,1,160.74,5.0,SP,1,20
ORD103163,CUST90253,SELL2205,2018-02-28,2018-02-28 09:00:00,2018-03-01,2018-03-28,2018-03-30,clothing,credit_card,1,12.58,0.93,4,51.25,2.0,BA,1,27
ORD103164,CUST13720,SELL4074,2018-08-22,2018-08-22 19:00:00,2018-08-23,2018-08-27,2018-09-30,sports,credit_card,1,62.58,9.62,1,72.2,4.0,MG,1,4
ORD103165,CUST28511,SELL3466,2016-10-24,2016-10-24 03:00:00,2016-10-25,2016-11-10,2016-11-23,home_appliances,credit_card,3,35.81,6.49,1,42.3,5.0,SP,1,16
ORD103166,CUST40551,SELL2148,2018-04-30,2018-04-30 13:00:00,2018-05-03,2018-05-18,2018-06-05,sports,credit_card,1,56.93,3.01,2,116.87,4.0,SP,1,15
ORD103167,CUST53933,SELL4604,2018-04-12,2018-04-12 23:00:00,2018-04-14,2018-04-21,2018-05-09,books,credit_card,1,41.49,9.77,1,51.26,5.0,SC,1,7
ORD103168,CUST11990,SELL2238,2017-03-21,2017-03-21 17:00:00,2017-03-23,2017-04-04,2017-04-02,home_appliances,boleto,4,39.24,1.99,2,80.47,5.0,SP,0,12
ORD103169,CUST32741,SELL3685,2018-08-17,2018-08-17 14:00:00,2018-08-19,2018-08-25,2018-09-04,electronics,credit_card,1,101.63,7.77,3,312.66,5.0,RS,1,6
ORD103170,CUST45891,SELL1430,2017-05-13,2017-05-13 01:00:00,2017-05-15,2017-06-03,2017-06-09,clothing,boleto,4,55.87,11.49,1,67.36,5.0,SP,1,19
ORD103171,CUST14167,SELL3053,2018-07-10,2018-07-11 00:00:00,2018-07-15,2018-08-03,2018-08-04,electronics,boleto,1,142.29,23.18,1,165.47,5.0,RJ,1,19
ORD103172,CUST69738,SELL4508,2016-10-20,2016-10-20 01:00:00,2016-10-25,2016-11-09,2016-11-30,food,credit_card,1,174.55,42.4,1,216.95,5.0,SP,1,15
ORD103173,CUST96023,SELL4486,2018-04-10,2018-04-10 12:00:00,2018-04-12,2018-04-21,2018-05-05,beauty,credit_card,1,165.71,32.98,3,530.11,5.0,SP,1,9
ORD103174,CUST66921,SELL2635,2017-05-07,2017-05-07 17:00:00,2017-05-09,2017-05-29,2017-06-05,electronics,credit_card,2,61.76,9.71,3,194.99,4.0,SP,1,20
ORD103175,CUST43592,SELL4057,2016-11-19,2016-11-19 14:00:00,2016-11-23,2016-12-14,2016-12-20,books,credit_card,2,46.23,11.4,2,103.86,5.0,SP,1,21
ORD103176,CUST23090,SELL3325,2017-08-04,2017-08-05 00:00:00,2017-08-09,2017-08-25,2017-09-11,food,credit_card,3,37.83,10.14,2,85.8,5.0,BA,1,16
ORD103177,CUST10397,SELL1623,2017-12-19,2017-12-19 03:00:00,2017-12-21,2018-01-01,2018-01-26,clothing,credit_card,1,29.94,8.91,2,68.79,5.0,MG,1,11
ORD103178,CUST73575,SELL2083,2017-02-03,2017-02-03 23:00:00,2017-02-05,2017-02-22,2017-03-02,beauty,credit_card,1,22.2,5.67,2,50.07,5.0,SP,1,17
ORD103179,CUST23490,SELL4764,2017-11-17,2017-11-17 14:00:00,2017-11-20,2017-12-08,2017-12-08,beauty,boleto,12,41.79,8.39,2,91.97,1.0,RS,1,18
ORD103180,CUST82790,SELL2744,2017-03-30,2017-03-30 09:00:00,2017-04-03,2017-04-20,2017-04-18,electronics,credit_card,2,32.39,5.75,1,38.14,5.0,MG,0,17
ORD103181,CUST89449,SELL1062,2016-11-19,2016-11-19 21:00:00,2016-11-20,2016-12-14,2016-12-01,electronics,credit_card,1,84.87,17.7,2,187.44,5.0,SP,0,24
ORD103182,CUST96537,SELL2039,2018-01-26,2018-01-26 03:00:00,2018-01-28,2018-02-01,2018-02-26,clothing,credit_card,1,42.14,7.69,1,49.83,5.0,SP,1,4
ORD103183,CUST27351,SELL4414,2017-06-17,2017-06-17 07:00:00,2017-06-19,2017-07-15,2017-07-05,books,boleto,1,15.57,3.6,4,65.88,5.0,MG,0,26
ORD103184,CUST53033,SELL2525,2017-02-09,2017-02-09 20:00:00,2017-02-12,2017-03-04,2017-03-02,beauty,credit_card,2,35.73,5.3,3,112.49,5.0,PR,0,20
ORD103185,CUST71605,SELL1169,2017-01-23,2017-01-23 17:00:00,2017-01-26,2017-02-01,2017-02-09,automotive,credit_card,3,67.89,7.04,1,74.93,5.0,SC,1,6
ORD103186,CUST59173,SELL3815,2018-04-06,2018-04-06 06:00:00,2018-04-11,2018-05-04,2018-05-20,home_appliances,debit_card,8,35.74,6.07,1,41.81,5.0,SP,1,23
ORD103187,CUST78815,SELL2960,2018-06-12,2018-06-12 04:00:00,2018-06-13,2018-07-06,2018-07-17,furniture,credit_card,1,53.84,12.69,2,120.37,5.0,BA,1,23
ORD103188,CUST67283,SELL4966,2018-01-27,2018-01-27 22:00:00,2018-01-28,2018-02-23,2018-02-10,clothing,credit_card,2,50.86,4.9,1,55.76,5.0,SP,0,26
ORD103189,CUST92753,SELL2487,2018-04-26,2018-04-26 09:00:00,2018-04-30,2018-05-18,2018-05-14,sports,credit_card,1,116.49,24.58,2,257.56,4.0,RJ,0,18
ORD103190,CUST69863,SELL4186,2017-04-10,2017-04-10 02:00:00,2017-04-12,2017-04-23,2017-04-25,home_appliances,boleto,12,52.83,9.14,3,167.63,5.0,GO,1,11
ORD103191,CUST57006,SELL1550,2018-04-23,2018-04-23 08:00:00,2018-04-24,2018-05-09,2018-05-09,books,boleto,1,126.96,19.26,1,146.22,4.0,RS,1,15
ORD103192,CUST64024,SELL4179,2017-08-21,2017-08-21 15:00:00,2017-08-24,2017-09-08,2017-09-07,clothing,voucher,2,53.43,5.3,3,165.59,4.0,MG,0,15
ORD103193,CUST45109,SELL4420,2017-06-08,2017-06-08 00:00:00,2017-06-12,2017-06-15,2017-06-27,electronics,credit_card,10,94.87,18.81,1,113.68,5.0,MG,1,3
ORD103194,CUST94880,SELL3065,2017-10-30,2017-10-30 23:00:00,2017-11-04,2017-11-14,2017-11-24,home_appliances,boleto,6,25.87,5.15,1,31.02,5.0,SP,1,10
ORD103195,CUST62002,SELL3516,2017-01-29,2017-01-29 20:00:00,2017-02-03,2017-02-14,2017-02-14,food,credit_card,1,196.02,54.83,1,250.85,5.0,SP,1,11
ORD103196,CUST88154,SELL2296,2016-11-09,2016-11-09 15:00:00,2016-11-13,2016-12-13,2016-11-23,sports,credit_card,6,42.01,8.16,1,50.17,5.0,SP,0,30
ORD103197,CUST53380,SELL4037,2017-03-23,2017-03-23 18:00:00,2017-03-26,2017-04-08,2017-04-06,electronics,credit_card,4,225.42,58.67,2,509.51,5.0,SP,0,13
ORD103198,CUST27307,SELL4785,2017-01-17,2017-01-17 18:00:00,2017-01-18,2017-01-31,2017-02-12,clothing,boleto,1,33.09,1.72,1,34.81,5.0,SP,1,13
ORD103199,CUST57909,SELL3251,2017-03-02,2017-03-02 02:00:00,2017-03-05,2017-03-20,2017-03-31,clothing,credit_card,2,26.03,4.07,3,82.16,3.0,SC,1,15
ORD103200,CUST75040,SELL1918,2018-07-22,2018-07-22 13:00:00,2018-07-23,2018-07-26,2018-08-06,home_appliances,debit_card,2,76.93,4.03,3,234.82,3.0,MT,1,3
ORD103201,CUST24762,SELL4528,2017-05-20,2017-05-20 05:00:00,2017-05-25,2017-05-30,2017-06-14,books,credit_card,1,203.06,38.88,1,241.94,5.0,RS,1,5
ORD103202,CUST79793,SELL2094,2017-02-14,2017-02-14 05:00:00,2017-02-17,2017-03-11,2017-03-13,electronics,credit_card,1,14.22,1.64,1,15.86,5.0,SP,1,22
ORD103203,CUST65542,SELL4279,2017-11-07,2017-11-07 11:00:00,2017-11-08,2017-12-04,2017-12-06,furniture,credit_card,1,91.8,17.44,4,384.64,5.0,SP,1,26
ORD103204,CUST34409,SELL3662,2018-03-15,2018-03-15 01:00:00,2018-03-19,2018-03-27,2018-04-20,books,credit_card,1,23.97,1.31,1,25.28,4.0,PR,1,8
ORD103205,CUST88235,SELL4001,2016-12-19,2016-12-19 13:00:00,2016-12-20,2017-01-09,2017-01-08,toys,boleto,8,16.37,3.5,1,19.87,4.0,PR,0,20
ORD103206,CUST37044,SELL4053,2016-12-15,2016-12-15 21:00:00,2016-12-17,2017-01-07,2017-01-04,electronics,credit_card,2,179.23,51.45,1,230.68,5.0,PR,0,21
ORD103207,CUST43058,SELL3804,2018-03-04,2018-03-04 08:00:00,2018-03-09,2018-03-31,2018-03-24,furniture,credit_card,1,217.68,19.06,1,236.74,5.0,SP,0,22
ORD103208,CUST28340,SELL2423,2018-05-07,2018-05-07 03:00:00,2018-05-11,2018-05-21,2018-05-22,clothing,credit_card,1,34.25,8.96,1,43.21,5.0,MG,1,10
ORD103209,CUST58763,SELL2543,2018-07-17,2018-07-17 09:00:00,2018-07-21,2018-08-02,2018-08-18,clothing,boleto,3,29.22,4.75,1,33.97,1.0,SC,1,12
ORD103210,CUST82354,SELL1789,2018-06-11,2018-06-11 11:00:00,2018-06-14,2018-07-10,2018-06-24,electronics,boleto,3,147.0,24.75,1,171.75,5.0,SP,0,26
ORD103211,CUST26294,SELL4606,2016-11-05,2016-11-05 19:00:00,2016-11-09,2016-11-26,2016-12-01,automotive,credit_card,2,155.23,20.73,2,331.19,5.0,SP,1,17
ORD103212,CUST50263,SELL2153,2017-11-10,2017-11-10 02:00:00,2017-11-14,2017-12-04,2017-12-21,furniture,boleto,3,83.87,21.57,2,189.31,5.0,SP,1,20
ORD103213,CUST30617,SELL2710,2017-01-10,2017-01-10 15:00:00,2017-01-13,2017-01-19,2017-02-10,beauty,credit_card,1,50.7,10.11,1,60.81,5.0,ES,1,6
ORD103214,CUST60336,SELL2015,2017-08-23,2017-08-23 19:00:00,2017-08-24,2017-09-06,2017-09-09,electronics,credit_card,1,113.66,24.3,1,137.96,4.0,GO,1,13
ORD103215,CUST84966,SELL3269,2018-04-09,2018-04-09 02:00:00,2018-04-13,2018-04-27,2018-05-21,furniture,boleto,2,37.24,5.34,1,42.58,1.0,SP,1,14
ORD103216,CUST29865,SELL3891,2017-06-19,2017-06-19 13:00:00,2017-06-20,2017-07-10,2017-07-21,electronics,credit_card,2,143.9,42.17,3,473.87,2.0,RS,1,20
ORD103217,CUST75914,SELL4510,2017-06-12,2017-06-12 14:00:00,2017-06-17,2017-06-22,2017-07-19,clothing,boleto,3,107.62,9.43,1,117.05,1.0,RS,1,5
ORD103218,CUST40577,SELL1889,2018-01-26,2018-01-26 20:00:00,2018-01-27,2018-02-16,2018-02-23,clothing,credit_card,1,26.7,5.1,1,31.8,1.0,RJ,1,20
ORD103219,CUST19785,SELL3568,2017-05-26,2017-05-26 22:00:00,2017-05-27,2017-06-09,2017-07-02,toys,credit_card,8,12.32,1.33,1,13.65,4.0,SP,1,13
ORD103220,CUST71728,SELL1709,2017-01-26,2017-01-26 04:00:00,2017-01-27,2017-02-13,2017-02-07,books,credit_card,1,83.5,13.94,2,180.94,5.0,SP,0,17
ORD103221,CUST78418,SELL1969,2018-01-13,2018-01-13 07:00:00,2018-01-17,2018-01-26,2018-02-20,beauty,credit_card,1,44.51,9.14,1,53.65,1.0,SP,1,9
ORD103222,CUST49503,SELL3609,2017-01-14,2017-01-14 23:00:00,2017-01-15,2017-01-30,2017-01-31,sports,credit_card,1,36.31,6.4,1,42.71,5.0,RJ,1,15
ORD103223,CUST27006,SELL1479,2016-12-04,2016-12-04 11:00:00,2016-12-06,2016-12-21,2017-01-06,furniture,voucher,2,38.16,9.96,2,86.28,4.0,SP,1,15
ORD103224,CUST73367,SELL2749,2017-11-11,2017-11-11 16:00:00,2017-11-16,2017-12-06,2017-11-30,beauty,boleto,1,99.78,7.91,2,207.47,5.0,SP,0,20
ORD103225,CUST72510,SELL4699,2018-02-15,2018-02-15 13:00:00,2018-02-17,2018-03-03,2018-03-20,electronics,credit_card,1,317.12,82.4,2,716.64,5.0,RS,1,14
ORD103226,CUST12534,SELL1972,2017-12-04,2017-12-04 06:00:00,2017-12-06,2017-12-31,2018-01-12,clothing,boleto,2,126.53,9.38,1,135.91,5.0,SP,1,25
ORD103227,CUST49509,SELL1415,2017-03-20,2017-03-20 06:00:00,2017-03-22,2017-04-21,2017-04-01,furniture,credit_card,4,351.53,53.38,2,756.44,5.0,MG,0,30
ORD103228,CUST73017,SELL3384,2018-01-15,2018-01-15 03:00:00,2018-01-18,2018-02-06,2018-02-10,electronics,credit_card,3,102.48,18.93,1,121.41,2.0,SP,1,19
ORD103229,CUST96602,SELL3915,2016-12-15,2016-12-15 02:00:00,2016-12-17,2016-12-27,2017-01-21,electronics,credit_card,8,24.2,2.3,1,26.5,5.0,MG,1,10
ORD103230,CUST16037,SELL3314,2018-01-06,2018-01-06 17:00:00,2018-01-09,2018-01-30,2018-01-24,food,credit_card,3,61.2,17.26,3,200.86,4.0,SP,0,21
ORD103231,CUST16839,SELL2858,2017-07-20,2017-07-20 14:00:00,2017-07-22,2017-08-01,2017-08-01,clothing,credit_card,10,299.3,67.59,2,666.19,5.0,MG,1,10
ORD103232,CUST10509,SELL1962,2018-06-19,2018-06-19 03:00:00,2018-06-23,2018-07-04,2018-07-08,toys,credit_card,1,169.9,48.67,2,388.47,5.0,SP,1,11
ORD103233,CUST53328,SELL3977,2017-04-20,2017-04-20 22:00:00,2017-04-25,2017-05-15,2017-05-25,electronics,boleto,1,35.11,7.0,1,42.11,5.0,SP,1,20
ORD103234,CUST65289,SELL4651,2017-09-15,2017-09-15 12:00:00,2017-09-18,2017-10-13,2017-10-19,sports,credit_card,1,36.7,5.21,3,115.31,5.0,PR,1,25
ORD103235,CUST48562,SELL2329,2016-12-28,2016-12-28 14:00:00,2016-12-30,2017-01-27,2017-01-25,furniture,credit_card,4,49.98,13.37,2,113.33,2.0,RJ,0,28
ORD103236,CUST17148,SELL3126,2018-06-21,2018-06-21 05:00:00,2018-06-23,2018-07-03,2018-08-02,sports,credit_card,2,181.94,37.72,4,765.48,5.0,SP,1,10
ORD103237,CUST56534,SELL2880,2018-04-02,2018-04-02 15:00:00,2018-04-04,2018-04-10,2018-05-08,sports,credit_card,3,182.3,15.77,1,198.07,4.0,RJ,1,6
ORD103238,CUST70496,SELL3094,2018-06-02,2018-06-02 12:00:00,2018-06-04,2018-06-21,2018-07-01,home_appliances,credit_card,3,31.99,2.05,4,130.01,5.0,SP,1,17
ORD103239,CUST61714,SELL2609,2018-04-16,2018-04-16 18:00:00,2018-04-20,2018-05-01,2018-05-22,electronics,credit_card,6,111.72,16.45,1,128.17,4.0,BA,1,11
ORD103240,CUST67717,SELL3540,2018-02-27,2018-02-27 10:00:00,2018-03-04,2018-03-15,2018-04-02,home_appliances,credit_card,4,163.1,27.74,2,353.94,2.0,SP,1,11
ORD103241,CUST96897,SELL2811,2017-07-08,2017-07-08 23:00:00,2017-07-09,2017-07-29,2017-08-03,clothing,credit_card,1,95.24,21.05,1,116.29,4.0,MG,1,20
ORD103242,CUST74819,SELL4533,2017-04-21,2017-04-21 18:00:00,2017-04-22,2017-05-19,2017-05-27,clothing,credit_card,2,136.1,14.32,2,286.52,4.0,SC,1,27
ORD103243,CUST14455,SELL3207,2017-08-07,2017-08-07 01:00:00,2017-08-08,2017-09-06,2017-09-01,computers,credit_card,2,56.16,13.92,3,182.4,5.0,MG,0,29
ORD103244,CUST88910,SELL2339,2017-09-09,2017-09-09 01:00:00,2017-09-10,2017-09-28,2017-10-19,food,boleto,2,171.67,24.18,3,539.19,5.0,AM,1,18
ORD103245,CUST84999,SELL3030,2017-08-31,2017-08-31 14:00:00,2017-09-04,2017-09-23,2017-09-25,toys,boleto,6,18.06,4.97,1,23.03,4.0,RJ,1,19
ORD103246,CUST28690,SELL2084,2017-07-26,2017-07-26 13:00:00,2017-07-29,2017-08-25,2017-09-07,home_appliances,credit_card,1,62.7,4.79,3,192.89,2.0,MG,1,27
ORD103247,CUST33359,SELL3564,2017-05-10,2017-05-10 15:00:00,2017-05-15,2017-06-08,2017-06-20,sports,credit_card,1,106.79,16.51,1,123.3,3.0,SP,1,24
ORD103248,CUST11212,SELL4238,2018-02-22,2018-02-22 18:00:00,2018-02-26,2018-03-24,2018-04-06,home_appliances,credit_card,1,28.87,6.09,1,34.96,3.0,SP,1,26
ORD103249,CUST76312,SELL2989,2017-08-03,2017-08-03 06:00:00,2017-08-04,2017-08-31,2017-08-23,food,credit_card,3,103.24,5.88,1,109.12,1.0,GO,0,27
ORD103250,CUST48691,SELL2153,2017-04-13,2017-04-13 21:00:00,2017-04-18,2017-04-28,2017-05-27,clothing,credit_card,1,21.31,4.78,2,47.4,3.0,SP,1,10
ORD103251,CUST59548,SELL1205,2018-08-07,2018-08-07 20:00:00,2018-08-09,2018-08-17,2018-09-01,furniture,credit_card,1,114.05,15.6,1,129.65,5.0,AM,1,8
ORD103252,CUST78746,SELL2445,2018-06-26,2018-06-26 00:00:00,2018-07-01,2018-07-09,2018-08-04,beauty,credit_card,2,50.76,8.56,1,59.32,5.0,SP,1,8
ORD103253,CUST43320,SELL4382,2018-05-04,2018-05-04 12:00:00,2018-05-06,2018-05-29,2018-05-25,beauty,credit_card,1,83.03,11.6,1,94.63,5.0,SP,0,23
ORD103254,CUST16866,SELL1153,2017-01-27,2017-01-27 11:00:00,2017-01-28,2017-02-27,2017-02-08,beauty,credit_card,10,44.63,2.24,1,46.87,4.0,MG,0,30
ORD103255,CUST99772,SELL1384,2017-05-14,2017-05-14 18:00:00,2017-05-17,2017-06-09,2017-05-30,sports,boleto,3,128.87,26.34,3,412.95,5.0,RJ,0,23
ORD103256,CUST80831,SELL3752,2018-04-24,2018-04-24 12:00:00,2018-04-29,2018-05-02,2018-05-10,clothing,credit_card,3,22.89,4.93,2,50.71,4.0,RJ,1,3
ORD103257,CUST59977,SELL3387,2018-02-13,2018-02-13 03:00:00,2018-02-16,2018-03-04,2018-03-09,furniture,credit_card,2,19.12,4.81,1,23.93,5.0,MT,1,16
ORD103258,CUST64957,SELL2797,2017-08-26,2017-08-26 06:00:00,2017-08-27,2017-09-22,2017-09-20,home_appliances,credit_card,1,396.76,41.22,1,437.98,5.0,SP,0,26
ORD103259,CUST55622,SELL2785,2018-05-10,2018-05-10 11:00:00,2018-05-12,2018-06-11,2018-06-08,home_appliances,voucher,3,121.58,32.01,1,153.59,1.0,RS,0,30
ORD103260,CUST82724,SELL2757,2016-11-16,2016-11-16 21:00:00,2016-11-17,2016-11-28,2016-11-29,sports,credit_card,2,102.83,12.53,1,115.36,3.0,SP,1,11
ORD103261,CUST87927,SELL4582,2017-10-05,2017-10-05 04:00:00,2017-10-10,2017-11-02,2017-11-06,home_appliances,credit_card,3,99.01,13.43,3,310.46,2.0,RJ,1,23
ORD103262,CUST77023,SELL1484,2017-07-25,2017-07-25 15:00:00,2017-07-30,2017-08-17,2017-08-29,sports,credit_card,3,89.51,17.58,1,107.09,1.0,SP,1,18
ORD103263,CUST18457,SELL1461,2018-05-02,2018-05-02 01:00:00,2018-05-07,2018-05-25,2018-06-15,home_appliances,credit_card,1,23.18,2.5,1,25.68,1.0,AM,1,18
ORD103264,CUST29595,SELL3067,2016-10-18,2016-10-18 22:00:00,2016-10-19,2016-11-10,2016-11-20,sports,credit_card,1,81.24,18.96,1,100.2,2.0,RJ,1,22
ORD103265,CUST65839,SELL4509,2018-05-27,2018-05-27 15:00:00,2018-05-31,2018-06-29,2018-07-08,clothing,credit_card,1,28.5,5.12,1,33.62,5.0,RS,1,29
ORD103266,CUST91117,SELL2962,2017-03-22,2017-03-22 01:00:00,2017-03-27,2017-04-03,2017-04-27,home_appliances,boleto,6,194.03,42.23,1,236.26,5.0,MG,1,7
ORD103267,CUST55254,SELL4116,2016-10-21,2016-10-21 16:00:00,2016-10-26,2016-10-29,2016-11-10,sports,credit_card,6,6.5,1.19,1,7.69,5.0,AM,1,3
ORD103268,CUST10886,SELL1902,2016-11-01,2016-11-01 12:00:00,2016-11-03,2016-11-16,2016-12-10,books,credit_card,1,300.96,26.25,1,327.21,5.0,AM,1,13
ORD103269,CUST41455,SELL1747,2017-05-12,2017-05-12 17:00:00,2017-05-17,2017-05-20,2017-06-16,home_appliances,credit_card,1,137.21,37.11,1,174.32,5.0,RJ,1,3
ORD103270,CUST50211,SELL4755,2018-06-29,2018-06-29 17:00:00,2018-07-04,2018-07-08,2018-08-13,health,credit_card,1,89.26,12.34,3,280.12,5.0,SP,1,4
ORD103271,CUST60527,SELL3393,2017-06-06,2017-06-06 00:00:00,2017-06-07,2017-06-30,2017-06-27,beauty,credit_card,8,161.91,20.69,1,182.6,4.0,RJ,0,23
ORD103272,CUST82960,SELL1889,2017-03-22,2017-03-22 07:00:00,2017-03-24,2017-03-27,2017-04-21,sports,boleto,6,77.46,22.96,1,100.42,5.0,SP,1,3
ORD103273,CUST31275,SELL3665,2017-02-16,2017-02-16 20:00:00,2017-02-18,2017-03-15,2017-03-09,clothing,voucher,1,62.23,10.31,1,72.54,5.0,MG,0,25
ORD103274,CUST34695,SELL4729,2017-06-17,2017-06-17 09:00:00,2017-06-19,2017-07-18,2017-07-04,books,credit_card,4,12.32,1.72,1,14.04,4.0,SC,0,29
ORD103275,CUST83493,SELL2873,2017-06-05,2017-06-05 05:00:00,2017-06-06,2017-06-19,2017-07-04,sports,voucher,6,60.63,3.53,1,64.16,5.0,DF,1,13
ORD103276,CUST61372,SELL2882,2017-10-20,2017-10-20 03:00:00,2017-10-22,2017-11-08,2017-11-09,sports,boleto,12,235.4,46.78,2,517.58,5.0,SP,1,17
ORD103277,CUST72516,SELL1832,2016-12-19,2016-12-19 20:00:00,2016-12-20,2016-12-27,2017-01-12,furniture,voucher,1,22.81,4.48,1,27.29,1.0,SP,1,7
ORD103278,CUST64566,SELL4782,2017-03-16,2017-03-16 03:00:00,2017-03-19,2017-04-14,2017-04-06,sports,boleto,1,497.93,96.6,2,1092.46,2.0,AM,0,26
ORD103279,CUST42522,SELL1006,2017-11-21,2017-11-21 23:00:00,2017-11-24,2017-12-05,2017-12-08,furniture,debit_card,3,46.19,10.07,1,56.26,3.0,RJ,1,11
ORD103280,CUST73236,SELL2013,2017-11-27,2017-11-27 16:00:00,2017-12-01,2017-12-10,2018-01-08,home_appliances,boleto,2,211.27,35.69,1,246.96,5.0,SP,1,9
ORD103281,CUST38684,SELL4429,2017-06-11,2017-06-11 17:00:00,2017-06-14,2017-07-02,2017-06-30,health,boleto,2,80.71,21.34,1,102.05,5.0,RJ,0,18
ORD103282,CUST35503,SELL4065,2017-06-10,2017-06-10 21:00:00,2017-06-11,2017-07-03,2017-07-04,automotive,credit_card,4,60.44,10.37,2,131.25,5.0,SP,1,22
ORD103283,CUST93252,SELL3826,2017-12-25,2017-12-25 20:00:00,2017-12-28,2018-01-14,2018-01-12,electronics,credit_card,10,33.98,8.9,3,110.84,5.0,SP,0,17
ORD103284,CUST40703,SELL3381,2017-02-21,2017-02-21 00:00:00,2017-02-25,2017-03-17,2017-04-04,beauty,credit_card,1,286.5,75.86,1,362.36,1.0,SP,1,20
ORD103285,CUST17991,SELL2553,2018-05-23,2018-05-23 13:00:00,2018-05-24,2018-06-06,2018-06-12,furniture,credit_card,4,45.03,5.39,1,50.42,3.0,SC,1,13
ORD103286,CUST32192,SELL3179,2017-07-15,2017-07-15 04:00:00,2017-07-17,2017-08-12,2017-08-10,electronics,credit_card,1,41.14,11.05,1,52.19,5.0,PR,0,26
